Year,Disaster Subgroup,Disaster Type,Disaster Subtype,Location,Origin,Dis Mag Value,Dis Mag Scale,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,Total Affected,CPI,Adm Level,Geo Locations
2005,Hydrological,Flood,Riverine flood,"Kurigram, Gaibandha, Lalmonirhat, Rangpur, Nilphamari districts (Rangpur province), Sherpur, Jamalpur, Dhaka, Narayanganj, Munshiganj, Madaripur, districts (Dhaka province), Sirajganj, Bogra districts (Rajshahi province)",Monsoonal rain,notgiven,Km2,2005,7.0,7.0,2005,7.0,27.0,23.0,notgiven,1000000.0,1000000.0,66.7310579862028,2,"Bogra, Dhaka, Gaibandha, Jamalpur, Kurigram, Lalmonirhat, Madaripur, Munshiganj, Narayanganj, Nilphamari, Rangpur, Sherpur, Sirajganj (Adm2)."
2005,Meteorological,Extreme temperature,Heat wave,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces",notgiven,notgiven,°C,2005,7.0,notgiven,2005,7.0,,notgiven,notgiven,notgiven,notgiven,66.7310579862028,1,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet (Adm1)."
2005,Meteorological,Extreme temperature,Severe winter conditions,"Chittagong district (Chittagong province), Jessore district (Khulna province), Rajshahi, Pabna districts (Rajshahi province), Thakurgaon, Kurigram districts (Rangpur province)",notgiven,8.0,°C,2005,12.0,notgiven,2006,1.0,,100.0,notgiven,1000.0,1000.0,66.7310579862028,2,"Chittagong, Jessore, Kurigram, Pabna, Rajshahi, Thakurgaon (Adm2)."
2005,Meteorological,Storm,,Pabna district (Rajshahi province),notgiven,notgiven,Kph,2005,5.0,14.0,2005,5.0,14.0,2.0,100.0,notgiven,100.0,66.7310579862028,2,Pabna (Adm2).
2005,Meteorological,Storm,,"Rangpur, Dinadjpur districts (Rangpur province)",notgiven,notgiven,Kph,2005,5.0,6.0,2005,5.0,6.0,11.0,notgiven,notgiven,1500.0,66.7310579862028,2,"Dinajpur, Rangpur (Adm2)."
2005,Meteorological,Storm,,Cox's Bazar district (Chittagong province),notgiven,notgiven,Kph,2005,6.0,30.0,2005,6.0,30.0,35.0,notgiven,notgiven,notgiven,66.7310579862028,2,Cox's Bazar (Adm2).
2005,Meteorological,Storm,,"Barisal, Chittagong, Khulna provinces",notgiven,notgiven,Kph,2005,9.0,20.0,2005,9.0,20.0,16.0,notgiven,12000.0,12000.0,66.7310579862028,1,"Barisal, Chittagong, Khulna (Adm1)."
2006,Meteorological,Storm,,"Rajshahi, Khulna provinces",notgiven,notgiven,Kph,2006,4.0,22.0,2006,4.0,24.0,4.0,150.0,notgiven,150.0,68.8837587123464,1,"Khulna, Rajshahi (Adm1)."
2006,Meteorological,Storm,Tropical cyclone,"Hatiya area (Noakhali district, Chittagong province), Bagerhat district (Khulna province), Patuakhali, Barguna districts (Barisal province)",notgiven,notgiven,Kph,2006,9.0,18.0,2006,10.0,5.0,115.0,notgiven,9135.0,9135.0,68.8837587123464,2,"Bagerhat, Barguna, Noakhali, Patuakhali (Adm2)."
2006,Meteorological,Storm,Tropical cyclone,"Tangail district (Dhaka province), Sirajganj district (Rajshahi province)",notgiven,notgiven,Kph,2006,4.0,8.0,2006,4.0,8.0,22.0,500.0,notgiven,1500.0,68.8837587123464,2,"Sirajganj, Tangail (Adm2)."
2006,Meteorological,Storm,Convective storm,"Bagerhat, Khulna districts (Khulna province)",notgiven,150.0,Kph,2006,3.0,4.0,2006,3.0,4.0,4.0,549.0,5350.0,5899.0,68.8837587123464,2,"Bagerhat, Khulna (Adm2)."
2006,Hydrological,Flood,Riverine flood,"Khagrachhari district (Chittagong province), Sylhet province",Monsoonal rain,notgiven,Km2,2006,5.0,31.0,2006,7.0,24.0,notgiven,notgiven,76000.0,76000.0,68.8837587123464,1;2,Sylhet (Adm1). Khagrachhari (Adm2).
2006,Hydrological,Flood,Riverine flood,"Jessore, Khulna, Satkhira districts (Khulna province)",Monsoonal rain,28080.0,Km2,2006,8.0,24.0,2006,9.0,20.0,notgiven,notgiven,135775.0,135775.0,68.8837587123464,2,"Jessore, Khulna, Satkhira (Adm2)."
2006,Meteorological,Storm,Tropical cyclone,Dhaka province,notgiven,notgiven,Kph,2006,4.0,5.0,2006,4.0,6.0,9.0,65.0,notgiven,1465.0,68.8837587123464,1,Dhaka (Adm1).
2007,Hydrological,Flood,Riverine flood,Chittagong district (Chittagong province),Monsoonal rain,notgiven,Km2,2007,6.0,11.0,2007,6.0,12.0,120.0,60.0,80000.0,80060.0,70.848792703253,2,Chittagong (Adm2).
2007,Meteorological,Extreme temperature,Severe winter conditions,"Panchagarh, Thakurgaon, Dinajpur, Nilphamari, Lalmonirhat, Gaibandha, Kurigram, Rangpur districts (Rangpur province), Joypurhat, Bogra, Sirajganj, Rajshahi, Pabna, Nawabganj districts (Rajshahi province), Mymensingh, Jamalpur, Kishoreganj, Sherpur, Gazipur, Shariatpur, Rajbari, Gopalganj districts (Dhaka), Jhalokati district (Barisal province), Khulna district (Khulna province), Brahamanbaria district (Chittagong province), Sylhet, Maulvibazar, Sunamganj districts (Sylhet province)",notgiven,5.0,°C,2007,1.0,notgiven,2007,1.0,,130.0,notgiven,100000.0,100000.0,70.848792703253,2,"Bogra, Brahamanbaria, Dinajpur, Gaibandha, Gazipur, Gopalganj, Jamalpur, Jhalokati, Joypurhat, Khulna, Kishoreganj, Kurigram, Lalmonirhat, Maulvibazar, Mymensingh, Nawabganj, Nilphamari, Pabna, Panchagarh, Rajbari, Rajshahi, Rangpur, Shariatpur, Sherpur, Sirajganj, Sunamganj, Sylhet, Thakurgaon (Adm2)."
2007,Hydrological,Flood,Riverine flood,"Goalanda village (Goalandaghat area, Rajbari district, Dhaka province), Aricha port (Shibalaya area, Manikganj district, Dhaka province), Bhagyakul village (Sreenagar area, Munshiganj district, Dhaka province), Bandarban, Feni, Comilla districts (Chittagong province), Sirajganj district (Rajshahi province), Rangpur province",Monsoonal rain,7000.0,Km2,2007,7.0,21.0,2007,8.0,3.0,1110.0,notgiven,13771380.0,13771380.0,70.848792703253,1;2,"Rangpur (Adm1). Bandarban, Comilla, Feni, Munshiganj, Rajbari, Sirajganj (Adm2)."
2007,Meteorological,Storm,Tropical cyclone,"Bagerhat, Khulna, Satkhira districts (Khulna province), Patuakhali, Barguna, Pirojpur, Barisal, Jhalokati, Bhola districts (Barisal province), Madaripur, Gopalganj, Shariatpur districts (Dhaka province)",notgiven,250.0,Kph,2007,11.0,15.0,2007,11.0,19.0,4234.0,55282.0,8923259.0,8978541.0,70.848792703253,2,"Bagerhat, Barguna, Barisal, Bhola, Gopalganj, Jhalokati, Khulna, Madaripur, Patuakhali, Pirojpur, Satkhira, Shariatpur (Adm2)."
2007,Meteorological,Storm,Tropical cyclone,"Cox's Bazar, Chittagong districts (Chittagong province)",notgiven,88.0,Kph,2007,5.0,15.0,2007,5.0,15.0,41.0,notgiven,notgiven,225.0,70.848792703253,2,"Chittagong, Cox's Bazar (Adm2)."
2007,Biological,Epidemic,Bacterial disease,,notgiven,notgiven,Vaccinated,2007,7.0,29.0,2007,10.0,9.0,54.0,notgiven,236558.0,236558.0,70.848792703253,,
2007,Biological,Epidemic,Viral disease,,notgiven,notgiven,Vaccinated,2007,7.0,30.0,2007,10.0,9.0,32.0,notgiven,48352.0,48352.0,70.848792703253,,
2008,Hydrological,Flood,Riverine flood,"Cox's Bazar, Chittagong districts (Chittagong province)",Moonsonal rain,notgiven,Km2,2008,6.0,26.0,2008,7.0,13.0,16.0,2.0,notgiven,20002.0,73.5687455355046,2,"Chittagong, Cox's Bazar (Adm2)."
2008,Meteorological,Storm,Tropical cyclone,"Barisal, Patuakhali districts (Barisal province)",notgiven,80.0,Kph,2008,10.0,27.0,2008,10.0,27.0,15.0,200.0,notgiven,200.0,73.5687455355046,2,"Barisal, Patuakhali (Adm2)."
2008,Hydrological,Flood,Riverine flood,"Bogra, Sirajganj districts (Rajshahi province)",Monsoonal rains,59250.0,Km2,2008,8.0,30.0,2008,9.0,8.0,12.0,notgiven,600000.0,615638.0,73.5687455355046,2,"Bogra, Sirajganj (Adm2)."
2008,Hydrological,Landslide,Landslide,"Chittagong city (Chittagong district, Chittagong province)",Hevay tropical rains,notgiven,notgiven,2008,8.0,16.0,2008,8.0,16.0,13.0,50.0,notgiven,50.0,73.5687455355046,2,Chittagong (Adm2).
2008,Meteorological,Storm,Tropical cyclone,"Jamalpur, Mymensingh, Netrakona, Sherpur districts (Dhaka province), Bogra district (Rajshahi province), Gaibandha, Kurigram districts (Rangpur province), Sunamganj, Sylhet provinces (Sylhet province)",notgiven,100.0,Kph,2008,3.0,22.0,2008,3.0,22.0,12.0,200.0,notgiven,200.0,73.5687455355046,2,"Bogra, Gaibandha, Jamalpur, Kurigram, Mymensingh, Netrakona, Sherpur, Sunamganj, Sylhet (Adm2)."
2009,Meteorological,Storm,Tropical cyclone,"Khulna, Satkhira, Jessore, Bagerhat districts (Khulna province), Patuakhali, Bhola, Barisal, Barguna, Pirojpur, Jhalokati districts (Barisal province), Lakshmipur, Chittagong, Noakhali, Cox's Bazar, Feni, Chandpur districts (Chittagong province)",notgiven,90.0,Kph,2009,5.0,25.0,2009,5.0,26.0,190.0,7103.0,3928238.0,3935341.0,73.3071767219387,2,"Bagerhat, Barguna, Barisal, Bhola, Chandpur, Chittagong, Cox's Bazar, Feni, Jessore, Jhalokati, Khulna, Lakshmipur, Noakhali, Patuakhali, Pirojpur, Satkhira (Adm2)."
2009,Meteorological,Storm,Tropical cyclone,"Banshkhali, Anowara, Sitakunda, Mirsaharai, Sandwip, Patiya, Boalkhali, Satkania, Chandanaish, City Corportaion of Chittagong (CCC) areas (Chittagong district, Chittagong province), Sadar, Ramu, Chakaria, Pekua, Maheshkhali, Kutubdia areas (Cox's Bazar district, Chittagong province), Hatiya area (Noakhali district, Chittagong province), Charfashion area (Bhola district, Barisal province), Pirganj area (Thakurgao district, Rangpur province)",notgiven,100.0,Kph,2009,4.0,19.0,2009,4.0,20.0,7.0,84.0,19125.0,19209.0,73.3071767219387,2,"Bhola, Chittagong, Cox's Bazar, Noakhali, Thakurgaon (Adm2)."
2009,Hydrological,Flood,Riverine flood,Habiganj district (Sylhet province),Torrential rain,49030.0,Km2,2009,7.0,3.0,2009,7.0,6.0,6.0,notgiven,500000.0,500000.0,73.3071767219387,2,Habiganj (Adm2).
2009,Hydrological,Flood,Riverine flood,"Comilla, Chittagong districts (Chittagong province), Dhaka, Rajshahi, Barisal, Khulna, Sylhet provinces",Heavy rain,notgiven,Km2,2009,7.0,29.0,2009,7.0,29.0,10.0,notgiven,notgiven,notgiven,73.3071767219387,1;2,"Barisal, Dhaka, Khulna, Rajshahi, Sylhet (Adm1). Chittagong, Comilla (Adm2)."
2009,Meteorological,Extreme temperature,Cold wave,"Rajbari, Manikganj, Tangail, Sherpur districts (Dhaka province), Damurhuda, Sadar, Jiban Naga (Chuadanga district, Khulna province), Jessore, Bagerhat, Khulna, Meherpur, Satkhira districts (Khulna province), Sadar, Sripur (Magura district, Khulna province), Naogaon, Pabna, Bogra, Sirajganj districts (Rajshahi province), Biral, Fulbari (Dinajpur district, Rangpur province), Fulchari, Sundarganj, Saghata, Gabindaganj, Sadullapu (Gaibandha district, Rangpur province), Tentulia, Debiganj, Atwari (Panchagarh district, Rangpur province), Baliadangi, Haripur, Ranisenkail (Thakurgaon district, Rangpur province), Dimla, Jaldhaka (Nilphamari district, Rangpur province), Hatibandha, Patgram, Aditmari (Lalmonirhat district, Rangpur province), Roumari, Chilmari, Ulipur (Kurigram district, Rangpur province), Gangachara, Pirganj (Rangpur district, Rangpur province)",notgiven,-6.0,°C,2009,12.0,15.0,2010,1.0,31.0,135.0,notgiven,50000.0,50000.0,73.3071767219387,2,"Bagerhat, Bogra, Chuadanga, Dinajpur, Gaibandha, Jessore, Khulna, Kurigram, Lalmonirhat, Magura, Manikganj, Meherpur, Naogaon, Nilphamari, Pabna, Panchagarh, Rajbari, Rangpur, Satkhira, Sherpur, Sirajganj, Tangail, Thakurgaon (Adm2)."
2009,Climatological,Drought,Drought,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces",notgiven,notgiven,Km2,2009,7.0,notgiven,2009,8.0,,notgiven,notgiven,notgiven,notgiven,73.3071767219387,1,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet (Adm1)."
2010,Meteorological,Storm,Convective storm,Mymensingh district (Dhaka province),notgiven,notgiven,Kph,2010,5.0,1.0,2010,5.0,2.0,15.0,50.0,notgiven,50.0,74.5094440781961,2,Mymensingh (Adm2).
2010,Hydrological,Flood,Flash flood,"Netrakona district (Dhaka province), Kurigram, Gaibandha, Lalmonirhat districts (Rangpur province), Sylhet province",notgiven,notgiven,Km2,2010,6.0,24.0,2010,6.0,24.0,notgiven,notgiven,75000.0,75000.0,74.5094440781961,1;2,"Sylhet (Adm1). Gaibandha, Kurigram, Lalmonirhat, Netrakona (Adm2)."
2010,Hydrological,Flood,Riverine flood,"Chittagong, Cox's Bazar, Feni, Lakshmipur, Noakhali districts (Chittagong province), Bagerhat, Khulna, Satkhira districts (Khulna province), Barisal province",Heavy rains and storms,29265.0,Km2,2010,10.0,1.0,2010,10.0,12.0,15.0,notgiven,500000.0,500000.0,74.5094440781961,1;2,"Barisal (Adm1). Bagerhat, Chittagong, Cox's Bazar, Feni, Khulna, Lakshmipur, Noakhali, Satkhira (Adm2)."
2010,Hydrological,Landslide,Landslide,"Cox's Bazar, Bandarban districts (Chittagong province)",Heavy rain,notgiven,notgiven,2010,6.0,14.0,2010,6.0,15.0,66.0,100.0,55130.0,55230.0,74.5094440781961,2,"Bandarban, Cox's Bazar (Adm2)."
2010,Meteorological,Storm,Tropical cyclone,"Rangpur, Dinajpur, Nilphamari, Lalmonirhat, Kurigram, Gaibandha districts (Rangpur province), Sirajganj, Bogra districts (Rajshahi province)",notgiven,120.0,Kph,2010,4.0,13.0,2010,4.0,14.0,8.0,200.0,246910.0,247110.0,74.5094440781961,2,"Bogra, Dinajpur, Gaibandha, Kurigram, Lalmonirhat, Nilphamari, Rangpur, Sirajganj (Adm2)."
2010,Meteorological,Storm,Tropical cyclone,Lalmonirhat district (Rangpur province),notgiven,notgiven,Kph,2010,4.0,17.0,2010,4.0,17.0,3.0,notgiven,10000.0,10000.0,74.5094440781961,2,Lalmonirhat (Adm2).
2011,Hydrological,Flood,Flash flood,"Cox's Bazar, Chittagong, Bandarban districts (Chittagong province), Satkhira, Jessore, Narail, Bagerhat, Chuadanga, Kushtia districts (Khulna province), Bogra, Sirajganj, Pabna, Naogaon districts (Rajshahi province), Lalmonirhat, Thakurgaon, Kurigram, Gaibandha districts (Rangpur province), Sherpur, Netrakona, Rajbari, Manikganj districts (Dhaka province)",Continuous torrential rain combined with monsoonal depression,19191.0,Km2,2011,7.0,21.0,2011,7.0,29.0,10.0,notgiven,1570559.0,1570559.0,76.8615953778198,2,"Bagerhat, Bandarban, Bogra, Chittagong, Chuadanga, Cox's Bazar, Gaibandha, Jessore, Kurigram, Kushtia, Lalmonirhat, Manikganj, Naogaon, Narail, Netrakona, Pabna, Rajbari, Satkhira, Sherpur, Sirajganj, Thakurgaon (Adm2)."
2011,Meteorological,Extreme temperature,Cold wave,"Barguna district (Barisal province), Nazirpur upazila (Pirojpur district, Barisal province), Gaibandha, Kurigram, Thakurgaon, Dinajpur districts (Rangpur province), Gabura city (Rangpur district, Rangpur province), Domar upazila (Nilphamari district, Rangpur province), Tetulia upazila (Panchagarh district, Rangpur province), Dakope upazila (Khulna district, Khulna province), Kushtia, Chuadanga districts (Khulna province), Kalaroa upazila (Satkhira district, Khulna province), Tarail upazila (Kishoreganj district, Dhaka province), Manikganj, Sherpur districts (Dhaka province), Sirajganj, Rajshahi districts (Rajshahi province), Ishwardi city (Pabna district, Rajshahi province)",notgiven,5.0,°C,2011,1.0,7.0,2011,2.0,20.0,50.0,notgiven,100000.0,100000.0,76.8615953778198,2,"Barguna, Chuadanga, Dinajpur, Gaibandha, Khulna, Kishoreganj, Kurigram, Kushtia, Manikganj, Nilphamari, Panchagarh, Pirojpur, Rajshahi, Rangpur, Satkhira, Sherpur, Sirajganj, Thakurgaon (Adm2)."
2011,Meteorological,Storm,Convective storm,"Sherpur, Jamalpur, Netrakona, Mymensingh districts (Dhaka province), Rangpur, Thakurgaon, Gaibandha districts (Rangpur province), Pabna district (Rajshahi province)",notgiven,notgiven,Kph,2011,4.0,4.0,2011,4.0,4.0,13.0,121.0,notgiven,121.0,76.8615953778198,2,"Gaibandha, Jamalpur, Mymensingh, Netrakona, Pabna, Rangpur, Sherpur, Thakurgaon (Adm2)."
2011,Hydrological,Landslide,Landslide,"Chittagong city (Chittagong district, Chittagong province)",notgiven,notgiven,notgiven,2011,7.0,4.0,2011,7.0,4.0,17.0,notgiven,notgiven,notgiven,76.8615953778198,2,Chittagong (Adm2).
2011,Meteorological,Extreme temperature,Cold wave,"Barisal, Chittagong, Khulna, Rangpur provinces",notgiven,9.0,°C,2011,12.0,13.0,2011,12.0,18.0,12.0,notgiven,2000.0,2000.0,76.8615953778198,1,"Barisal, Chittagong, Khulna, Rangpur (Adm1)."
2012,Hydrological,Flood,Riverine flood,"Chittagong, Bandarban, Cox's Bazar districts (Chittagong province), Sylhet district (Sylhet province)",Monsoonal rain,9560.0,Km2,2012,6.0,24.0,2012,7.0,2.0,139.0,notgiven,5148475.0,5148475.0,78.4521138829003,2,"Bandarban, Chittagong, Cox's Bazar, Sylhet (Adm2)."
